0.463213958,0.023611972
0.463170259,0.023596051
0.463126578,0.023580215
0.463082914,0.023564461
0.463039266,0.023548791
0.462995635,0.023533203
0.46295202,0.023517696
0.462908421,0.02350227
0.462864839,0.023486924
0.462821272,0.023471659
0.462777721,0.023456472
0.462734186,0.023441364
0.462690666,0.023426333
0.462647162,0.023411381
0.462603673,0.023396504
0.462560198,0.023381704
0.462516739,0.02336698
0.462473294,0.02335233
0.462429864,0.023337755
0.462386448,0.023323254
0.462343047,0.023308825
0.462299659,0.02329447
4.62E-01,0.023280187
0.462212926,0.023265975
0.46216958,0.023251834
0.462126248,0.023237763
0.462082928,0.023223763
0.462039622,0.023209831
0.461996329,0.023195969
0.461953049,0.023182174
0.461909782,0.023168447
0.461866528,0.023154787
0.461823285,0.023141194
0.461780056,0.023127667
0.461736838,0.023114205
0.461693632,0.023100808
0.461650439,0.023087476
0.461607257,0.023074207
0.461564087,0.023061002
0.461520928,0.023047859
0.461477781,0.023034779
0.461434644,0.023021761
0.461391519,0.023008804
0.461348405,0.022995908
0.461305301,0.022983071
0.461262209,0.022970295
0.461219126,0.022957578
0.461176054,0.022944919
0.461132993,0.022932319
0.461089941,0.022919777
0.461046899,0.022907292
0.461003868,0.022894863
0.460960845,0.022882491
0.460917833,0.022870174
0.46087483,0.022857913
0.460831836,0.022845707
0.460788851,0.022833555
0.460745875,0.022821456
0.460702908,0.022809411
0.46065995,0.022797419
0.460617001,0.02278548
0.46057406,0.022773592
0.460531127,0.022761756
0.460488203,0.022749971
0.460445287,0.022738237
0.460402379,0.022726552
0.460359478,0.022714917
0.460316585,0.022703332
0.4602737,0.022691795
0.460230823,0.022680307
0.460187952,0.022668866
0.460145089,0.022657473
0.460102233,0.022646127
0.460059384,0.022634827
0.460016542,0.022623574
0.459973706,0.022612366
0.459930878,0.022601203
0.459888055,0.022590086
0.459845239,0.022579012
0.459802429,0.022567983
0.459759625,0.022556997
0.459716828,0.022546054
0.459674036,0.022535154
0.459631249,0.022524297
0.459588469,0.022513481
0.459545694,0.022502707
0.459502924,0.022491974
0.459460159,0.022481281
0.4594174,0.022470629
0.459374646,0.022460017
0.459331896,0.022449444
0.459289152,0.02243891
0.459246412,0.022428415
0.459203676,0.022417959
0.459160946,0.02240754
0.459118219,0.022397159
