0.022413048,4.80E-05
0.022435451,4.81E-05
0.022457842,4.81E-05
0.022480221,4.82E-05
0.022502588,4.82E-05
0.022524943,4.83E-05
0.022547286,4.83E-05
0.022569617,4.83E-05
0.022591936,4.84E-05
0.022614243,4.84E-05
0.022636538,4.85E-05
0.022658821,4.85E-05
0.022681092,4.86E-05
0.022703351,4.86E-05
0.022725599,4.87E-05
0.022747834,4.87E-05
0.022770057,4.88E-05
0.022792268,4.88E-05
0.022814468,4.88E-05
0.022836655,4.89E-05
0.022858831,4.89E-05
0.022880994,4.90E-05
0.022903146,4.90E-05
0.022925285,4.91E-05
0.022947413,4.91E-05
0.022969529,4.92E-05
0.022991633,4.92E-05
0.023013725,4.93E-05
0.023035805,4.93E-05
0.023057873,4.94E-05
0.02307993,4.94E-05
0.023101974,4.95E-05
0.023124007,4.95E-05
0.023146027,4.96E-05
0.023168036,4.96E-05
0.023190033,4.96E-05
0.023212018,4.97E-05
0.023233992,4.97E-05
0.023255953,4.98E-05
0.023277902,4.98E-05
0.02329984,4.99E-05
0.023321766,4.99E-05
0.02334368,5.00E-05
0.023365582,5.00E-05
0.023387473,5.01E-05
0.023409351,5.01E-05
0.023431218,5.02E-05
0.023453073,5.02E-05
0.023474916,5.03E-05
0.023496747,5.03E-05
0.023518567,5.04E-05
0.023540374,5.04E-05
0.02356217,5.05E-05
0.023583955,5.05E-05
0.023605727,5.06E-05
0.023627488,5.06E-05
0.023649236,5.07E-05
0.023670973,5.07E-05
0.023692699,5.08E-05
0.023714412,5.08E-05
0.023736114,5.09E-05
0.023757804,5.09E-05
0.023779483,5.10E-05
0.023801149,5.10E-05
0.023822804,5.11E-05
0.023844447,5.11E-05
0.023866079,5.12E-05
0.023887699,5.12E-05
0.023909307,5.13E-05
0.023930903,5.13E-05
0.023952488,5.14E-05
0.023974061,5.14E-05
0.023995622,5.15E-05
0.024017171,5.15E-05
0.024038709,5.16E-05
0.024060235,5.16E-05
0.02408175,5.17E-05
0.024103253,5.18E-05
0.024124744,5.18E-05
0.024146224,5.19E-05
0.024167692,5.19E-05
0.024189148,5.20E-05
0.024210593,5.20E-05
0.024232026,5.21E-05
0.024253447,5.21E-05
0.024274857,5.22E-05
0.024296255,5.22E-05
0.024317642,5.23E-05
0.024339017,5.23E-05
0.02436038,5.24E-05
0.024381732,5.24E-05
0.024403072,5.25E-05
0.0244244,5.25E-05
0.024445717,5.26E-05
0.024467023,5.27E-05
0.024488317,5.27E-05
0.024509599,5.28E-05
0.024530869,5.28E-05
0.024552129,5.29E-05
0.024573376,5.29E-05
0.024594612,5.30E-05
0.024615837,5.30E-05
0.02463705,5.31E-05
0.024658251,5.31E-05
0.024679441,5.32E-05
0.024700619,5.33E-05
0.024721786,5.33E-05
0.024742942,5.34E-05
0.024764086,5.34E-05
0.024785218,5.35E-05
0.024806339,5.35E-05
0.024827448,5.36E-05
0.024848546,5.36E-05
0.024869632,5.37E-05
0.024890707,5.37E-05
0.024911771,5.38E-05
0.024932823,5.39E-05
0.024953863,5.39E-05
0.024974892,5.40E-05
0.02499591,5.40E-05
0.025016916,5.41E-05
0.025037911,5.41E-05
0.025058894,5.42E-05
0.025079866,5.43E-05
0.025100827,5.43E-05
0.025121776,5.44E-05
0.025142713,5.44E-05
0.02516364,5.45E-05
0.025184554,5.45E-05
0.025205458,5.46E-05
0.02522635,5.46E-05
0.025247231,5.47E-05
0.0252681,5.48E-05
0.025288958,5.48E-05
0.025309804,5.49E-05
0.025330639,5.49E-05
0.025351463,5.50E-05
0.025372276,5.50E-05
0.025393077,5.51E-05
0.025413866,5.52E-05
0.025434645,5.52E-05
0.025455412,5.53E-05
0.025476168,5.53E-05
0.025496912,5.54E-05
0.025517645,5.55E-05
0.025538367,5.55E-05
0.025559078,5.56E-05
0.025579777,5.56E-05
0.025600465,5.57E-05
0.025621141,5.57E-05
0.025641806,5.58E-05
0.025662461,5.59E-05
0.025683103,5.59E-05
0.025703735,5.60E-05
0.025724355,5.60E-05
0.025744964,5.61E-05
0.025765562,5.62E-05
0.025786148,5.62E-05
0.025806723,5.63E-05
0.025827287,5.63E-05
0.02584784,5.64E-05
0.025868381,5.65E-05
0.025888912,5.65E-05
0.025909431,5.66E-05
0.025929939,5.66E-05
0.025950435,5.67E-05
0.025970921,5.68E-05
0.025991395,5.68E-05
0.026011858,5.69E-05
0.02603231,5.69E-05
0.026052751,5.70E-05
0.02607318,5.71E-05
0.026093599,5.71E-05
0.026114006,5.72E-05
0.026134402,5.72E-05
0.026154787,5.73E-05
0.026175161,5.74E-05
0.026195523,5.74E-05
0.026215875,5.75E-05
0.026236215,5.75E-05
0.026256544,5.76E-05
0.026276862,5.77E-05
0.026297169,5.77E-05
0.026317465,5.78E-05
0.02633775,5.78E-05
0.026358024,5.79E-05
0.026378286,5.80E-05
0.026398538,5.80E-05
0.026418778,5.81E-05
0.026439007,5.82E-05
0.026459226,5.82E-05
0.026479433,5.83E-05
0.026499629,5.83E-05
0.026519814,5.84E-05
0.026539988,5.85E-05
0.026560151,5.85E-05
0.026580303,5.86E-05
0.026600444,5.86E-05
0.026620574,5.87E-05
0.026640693,5.88E-05
0.026660801,5.88E-05
0.026680898,5.89E-05
0.026700984,5.90E-05
0.026721058,5.90E-05
0.026741122,5.91E-05
0.026761175,5.91E-05
0.026781217,5.92E-05
0.026801248,5.93E-05
0.026821268,5.93E-05
0.026841277,5.94E-05
0.026861275,5.95E-05
0.026881262,5.95E-05
0.026901238,5.96E-05
0.026921204,5.97E-05
0.026941158,5.97E-05
0.026961101,5.98E-05
0.026981034,5.98E-05
0.027000955,5.99E-05
0.027020866,6.00E-05
0.027040765,6.00E-05
0.027060654,6.01E-05
0.027080532,6.02E-05
0.027100399,6.02E-05
0.027120255,6.03E-05
0.0271401,6.04E-05
0.027159935,6.04E-05
0.027179758,6.05E-05
0.027199571,6.06E-05
0.027219373,6.06E-05
0.027239164,6.07E-05
0.027258944,6.07E-05
0.027278713,6.08E-05
0.027298471,6.09E-05
0.027318219,6.09E-05
0.027337956,6.10E-05
0.027357681,6.11E-05
0.027377397,6.11E-05
0.027397101,6.12E-05
0.027416794,6.13E-05
0.027436477,6.13E-05
0.027456149,6.14E-05
0.02747581,6.15E-05
0.027495461,6.15E-05
0.0275151,6.16E-05
0.027534729,6.17E-05
0.027554347,6.17E-05
0.027573954,6.18E-05
0.027593551,6.19E-05
0.027613137,6.19E-05
0.027632712,6.20E-05
