(28.476493032331824,(3.562110841916263,True))
(28.679042229972918,(3.743547182736747,True))
(29.076637333939413,(3.7610771829576737,True))
(29.218115671767105,(4.056280079097065,True))
(28.949497123008616,(4.860899010206367,True))
(29.04601493065108,(5.42050169961359,True))
(29.051834905103448,(5.369757179054215,True))
(29.00950560559674,(5.325529439600764,True))
(29.355023754330375,(4.530560368180301,True))
(29.272969501351753,(4.733376786832496,True))
(29.284102879433696,(4.764105915721094,True))
(29.22796091799997,(4.70710737145963,True))
(29.55783654588771,(7.010471453793948,True))
(29.577283087093257,(7.067661251920749,True))
(29.73536734033227,(6.198858826342816,True))
(29.422828156315706,(5.540709539535772,True))
(29.488388064205235,(4.9618379295274115,True))
(29.461371291973165,(4.9810953401552815,True))
(29.610146085194224,(5.33901757559038,True))
(29.299684835009515,(7.5576270483618595,True))
(28.786686049758874,(8.734030905173956,True))
(28.972792215711145,(9.347345693342552,True))
(28.71486125320269,(7.025433646741014,True))
(27.913993189885378,(9.393480190218973,True))
(27.94735843731607,(9.409034208621058,True))
(27.278785952817607,(12.368457885935376,True))
(27.734157322525515,(12.95583276654862,True))
(27.536020044613473,(12.782677009740588,True))
(27.039248742737108,(11.02658906517007,True))
(27.369776569619425,(10.391210514816853,True))
(27.566918106127623,(9.937178752886892,True))
(26.839113659282237,(9.20741492077582,True))
(26.468303259860896,(6.6551335047219,True))
(27.1121839469823,(5.809023263091926,True))
(26.67115031640205,(6.582846005594461,True))
(26.895974435655848,(4.893593192362627,True))
(26.676496391547886,(3.683952484497683,True))
(26.780280723705744,(3.874961447574206,True))
(26.80497023044033,(3.8598926845916828,True))
(26.67212026875556,(3.6859138362592003,True))
(27.180670518014978,(7.114703234567153,True))
(27.545205247548683,(5.879287662259155,True))
(27.238945739972188,(6.57781423861292,True))
(27.36859847087964,(7.3738252276462095,True))
(27.61215070515734,(6.088048430781571,True))
(27.261405165014224,(9.72330873181178,True))
(27.040872335920447,(9.764871033883061,True))
(27.292107368080956,(10.97369904182025,True))
(27.110075107315687,(11.56826831644727,True))
(27.328227313892235,(11.82773385484873,True))
(26.702981467550945,(8.546804767329448,True))
(26.299219884621426,(9.317860333286726,True))
(26.681203959448663,(9.533564086843105,True))
(26.032698927315217,(7.926190916791149,True))
(26.405868511551784,(9.567333272896562,True))
(27.153921287654583,(6.208489713229691,True))
(27.342215209307795,(6.064996173887242,True))
(27.28225255313547,(5.668468201762637,True))
(27.63705138857845,(4.98681591556319,True))
(27.55104003155003,(4.82988722727447,True))
(27.565724069975317,(4.789612283955097,True))
(28.244011325267728,(3.4473649746921717,True))
(28.10843219184274,(3.5075841808564827,True))
(28.40311874568679,(1.836020983631161,True))
(28.108176741114697,(1.6172365664829602,True))
(27.991365179340267,(1.6520781018842887,True))
(27.78984031933706,(2.1230289927990045,True))
(28.282874664410066,(6.962486231141004,True))
(28.19224983642294,(7.027252056039036,True))
(28.022258199055432,(7.394506982778635,True))
(27.481731501143123,(12.267742777711772,True))
(27.080720129498587,(11.270092003367253,True))
(26.521685561268384,(14.12479935582793,True))
(26.782749800513578,(15.18631986682584,True))
(26.977841445849663,(15.710858390430408,True))
(26.929814489059805,(15.696180464604558,True))
(27.187094873647737,(15.730086626124413,True))
(26.558174918874563,(8.879972505697602,True))
(26.44419663941963,(8.780744407795058,True))
(26.231324525698007,(9.30914906866435,True))
(26.848100130924564,(5.932582731236216,True))
(27.028601056041886,(6.076923090562413,True))
(27.71981211370945,(2.682240980552519,True))
(27.532672471493008,(2.1726573237639455,True))
(27.041102609018292,(2.914466956373822,True))
(26.885803682919356,(3.221174147443957,True))
(26.933309228674727,(3.4040316435419804,True))
(26.597972380123498,(3.2646422621958453,True))
(26.67435704191967,(3.276323595944904,True))
(27.316632777198407,(3.8076501117306822,True))
(27.081677462158915,(4.441448328231454,True))
(26.659716855669114,(5.172654960122141,True))
(27.477855714909225,(15.43052677704819,True))
(27.549748658351962,(15.552195584271352,True))
(26.92942062964132,(24.08689560581432,True))
(28.039650527150883,(32.38856848738247,False))
(28.117926591700872,(32.59587966816535,False))
(28.12222286466291,(32.56893167391313,False))
(29.878656008746646,(59.378470618829105,False))
(29.311086451300138,(61.716327702527614,False))
(27.92990200653707,(94.60670273509044,False))
(29.16428546408425,(99.01186665775391,False))
(28.31078916202722,(91.81103689963565,False))
(28.870552992400185,(95.34747226073247,False))
(30.63340397861456,(83.63021807504656,False))
(30.380674143965543,(81.02999707227745,False))
(31.90581448737951,(101.85471806344442,False))
(31.09857063039711,(120.18712051932731,False))
(29.306713868565264,(98.32921201273044,False))
(28.924653998753172,(103.52738278259832,False))
(30.878778199929553,(63.86974366283994,False))
(29.777796609105156,(62.66664520249227,False))
(29.996436652249685,(62.41046072219587,False))
(29.162325945982786,(61.51604791411962,False))
(28.4812888677475,(56.4488340729611,False))
(29.086778092042255,(67.37003717207041,False))
(27.77840405820397,(38.47265162829868,False))
(29.401651492968757,(26.831231460330756,True))
(29.799333804798273,(26.054061452939656,True))
(29.90937630953884,(24.043634293573106,True))
(29.317647926511217,(26.715965015546676,True))
(28.774705850541444,(34.493031091436904,False))
(28.647743228818836,(34.18070132509831,False))
(29.280083910371463,(34.305975592080756,False))
(28.969484545290833,(35.62634187631184,False))
(29.228853604092603,(42.6153589401596,False))
(29.234029987206476,(42.64554392535986,False))
(28.89729681678609,(40.60293757554261,False))
(28.901578545915623,(40.620363864932514,False))
(30.300399626698457,(39.30356318822842,False))
(31.208152068359965,(36.090304445338035,False))
(31.48235822657105,(29.942890095024715,True))
(31.625761281267025,(29.41592307730073,True))
(31.95439605100531,(30.926082041435297,True))
(32.51021675726389,(26.23942949377504,True))
(31.003545317206544,(15.41959511533428,True))
(30.28211350723459,(19.216867098519224,True))
(30.513106168628383,(19.66295407822746,True))
(30.35747658937384,(19.822432736608537,True))
(28.31286012562716,(35.210535500583575,False))
(27.2197699051387,(34.072838457395335,False))
(28.269848969077554,(34.3839978702222,False))
(27.87928668713109,(33.87186758802595,False))
(27.387371669023583,(27.959911781177713,False))
(27.108041878204006,(26.362966860833286,False))
(26.08440102994037,(36.0518967205341,False))
(25.385489219974225,(43.1379594409157,False))
(25.244140302719885,(41.1276505315337,False))
(25.282150399560486,(41.475900650071054,False))
(26.2821664017045,(30.23847057074083,False))
(27.687526374764253,(39.01785110103744,False))
(26.40261264220236,(39.991785503681136,False))
(27.645420842681496,(56.29148986220167,False))
(26.100375532144263,(70.08070974715216,False))
(26.15415181788817,(70.38727666058473,False))
(28.013724877411143,(68.04264333901769,False))
