(27.968115579235413,True)
(26.90970479843992,True)
(29.378936354299874,True)
(29.07897093342013,True)
(31.124231744481843,True)
(25.09626241856208,True)
(29.712498943139323,True)
(26.419312744848998,True)
(28.611986870356624,True)
(30.46490993653407,True)
(29.99360755564628,True)
(30.885655838104945,True)
(30.79371973257679,True)
(26.39278544583518,True)
(32.0894098209065,True)
(25.154462163085768,True)
(29.28920594807228,True)
(29.874494232185302,True)
(27.7914443405704,True)
(30.57624371735357,True)
(29.432187941308946,True)
(34.184412116982365,True)
(30.988185144632276,True)
(27.97362797822532,True)
(28.96401798074086,True)
(25.810061241981018,True)
(29.01903822575163,True)
(31.362242164395884,True)
(24.6868318387233,True)
(25.44625586484713,True)
(31.29324960083166,True)
(31.60510249189779,True)
(22.97950451145921,True)
(28.307280452532197,True)
(22.2782931357562,True)
(30.363774939060146,True)
(27.037665446631173,True)
(26.39452914563226,True)
(27.992110107546512,True)
(27.417671229929102,True)
(24.01520513237781,True)
(27.89699849768434,True)
(29.418311382673213,True)
(23.896944146729698,True)
(24.526534328294215,True)
(28.168994497980542,True)
(28.075508768209716,True)
(26.641424212978137,True)
(26.663610490698833,True)
(32.503173722523286,True)
(27.660552427714848,True)
(24.83440342191944,True)
(30.71483869174773,True)
(26.332466489506686,True)
(21.01907892686305,True)
(25.963666207042774,True)
(30.587859089814785,True)
(24.82110160532546,True)
(28.845132556464314,True)
(26.250715259110386,True)
(23.622936598419614,True)
(28.65424417019183,True)
(24.22978837041326,True)
(30.06416233187241,True)
(28.499606687890996,True)
(27.84660542357487,True)
(29.988232528091523,True)
(28.369089959755254,True)
(27.985018986180144,True)
(26.397555643363265,True)
(30.405809151343732,True)
(27.298452835941962,True)
(27.17665390885371,True)
(27.11474228615153,True)
(27.331491070146658,True)
(25.831356823542812,True)
(34.918575978821565,True)
(27.462841679884015,True)
(26.285102612505078,True)
(20.992288664240167,True)
(26.39569543489838,True)
(21.708107153639958,True)
(29.78729630130562,True)
(29.065658739512372,True)
(26.8512215022481,True)
(28.404160669422094,True)
(28.62937643108982,True)
(26.323058885334696,True)
(24.156381475288875,True)
(27.160044716505745,True)
(28.20070468607156,True)
(28.620217730315623,True)
(27.915899879141183,True)
(24.149960114765207,True)
(25.298232241258738,True)
(28.879216126975788,True)
(25.276007945577508,True)
(27.08690550329647,True)
(30.57913882807624,True)
(24.81049156611083,True)
(24.944492726438657,True)
(34.55987350259605,True)
(28.434790745734922,True)
(20.41867863130259,True)
(34.2590671728243,True)
(29.20515133991525,True)
(25.947896766956895,True)
(40.44709646865891,True)
(25.636251200766882,True)
(15.207654099418628,True)
(34.20236865804254,True)
(28.1586512371683,True)
(32.63301947353217,True)
(33.640061027910384,True)
(32.36359341295667,True)
(40.64370391552001,True)
(19.893567839588933,True)
(27.00817075492006,True)
(22.770802177176165,True)
(29.863585608241507,True)
(25.945006726859596,True)
(29.798451560752213,True)
(26.377189176530468,True)
(28.532282941145723,True)
(36.90476259516733,True)
(30.830898661732913,True)
(32.06792360032481,True)
(29.99078809364141,True)
(23.59612096273038,True)
(25.425622735534372,True)
(21.872941157086284,True)
(28.84623189783265,True)
(31.119744288175145,True)
(26.20278770304102,True)
(38.85003053618058,True)
(30.86972153508695,True)
(29.542424822171913,True)
(30.022901062112915,True)
(34.08727906860167,True)
(32.233766047995644,True)
(23.92948734366943,True)
(29.921754808052476,True)
(33.58450506121235,True)
(30.371442999980363,True)
(27.54999473575047,True)
(25.458982960297266,True)
(31.274869782625334,True)
(28.855679217703877,True)
(18.752655590501597,True)
(24.035589394332156,True)
(31.805080323210845,True)
(26.99253769345397,True)
(29.895142425406043,True)
(28.27646956883355,True)
(19.87268837377322,True)
(20.217144385551162,True)
(30.21475290321778,True)
(29.140754944008393,True)
(26.252775606581665,True)
(34.57578919228029,True)
(22.168227328996664,True)
(36.3135991970475,True)
(18.30730259637677,True)
(28.679791711912923,True)
(33.819486320195494,True)
(22.514918846603884,True)
(28.722127283435636,True)
(28.769210014208223,True)
(33.5408465222088,True)
(30.97027083464005,True)
(27.285996500053677,True)
(29.61572555200779,True)
(28.778163330059275,True)
(19.478646634881645,True)
(32.32264381223009,True)
(27.922666612512796,True)
(31.867828897030094,True)
(29.139403645131612,True)
(26.04264938119535,True)
(25.300868556707147,True)
(31.378472983789564,True)
(32.979090650230084,True)
(25.89667618320214,True)
(27.094199422093926,True)
(30.140191964350496,True)
(29.74626540698368,True)
(28.69030015578614,True)
(29.62377640063158,True)
(25.241073992208342,True)
(26.694112759795857,True)
(25.540683592807994,True)
(23.551371409753997,True)
(28.530958364358785,True)
(21.01581644383167,True)
(20.429607015114073,True)
(28.277768193813333,True)
(32.35070260747214,True)
(30.60264158347946,True)
(27.101482500085286,True)
(28.782857538157334,True)
